RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.57,2.21,0:06.79,0,1445979,0,0
90,4.71,2.51,0:07.22,2193,1449670,199989,4751
80,4.74,2.53,0:07.28,2279,1455037,271087,5248
70,4.73,3.54,0:08.28,21911,1785509,558463,142654
60,5.17,5.59,0:10.78,209314,2220869,1036611,430293
50,5.28,11.40,0:16.82,914248,2368746,1567981,1147222
40,6.69,27.66,0:34.73,2248230,5171693,4387596,4174981
30,7.21,33.80,0:41.84,3038864,5784473,4758224,6748339
20,7.65,35.92,0:44.59,3151701,6800193,4945539,8340858
10,8.01,37.64,0:46.92,3256372,7921259,4996668,9906917
5,7.87,39.53,0:48.71,3481028,8247179,5002467,10504999
