RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,540409,1176777,4530505,86807,657223.6,33064.33,5,39407.94,34676084,,267861,61118.52,96532.63,540409,18598.25,3577.064,,,
30,1,418249,1081562,1158915,84004,647083.8,15591.52,1,17537.40,0.000,,247566,77453.09,28935.51,418249,14724.34,911.855,,,
30,2,397553,1298147,2574482,78834,682299.5,48531.39,,,,,223276,24880.69,139250.9,397553,20637.50,17249.99,,,
30,3,398,552.034,1.674,,,,,,,,,,,398,15.292,0.000,,,
30,4,603,809.926,2.002,,,,,,,,,,,603,22.857,0.000,,,
