RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100587,75188.07,2315.242,,,,,,,5894.804,,,
100,1,740,952.160,2.096,,,,,,,,,,
100,2,397,684.645,3.932,,,,,,,,,,
100,3,546,694.522,2.087,,,,,,,,,,
100,4,1974,2489.465,3.028,,,,,,,,,,
90,0,148137,172795.4,218879.9,3176,28384.52,323.646,2,56176.27,2410298,33876.16,48596,4539.031,168.440
90,1,1271,1606.731,2.227,7,51.290,2.195,,,,,9,0.426,0.000
90,2,395,790.660,4.736,32,224.061,5.674,,,,,32,1.197,0.000
90,3,1215,1283.504,1.604,,,,,,,,,,
90,4,140,183.238,2.260,,,,,,,,,,
80,0,159951,189940.5,125743.2,2552,24782.80,123.295,4,128637.8,20927001,41054.43,61106,7059.500,677.069
80,1,1587,2049.991,2.196,,,,,,,,,,
80,2,223,453.800,3.877,,,,,,,,,,
80,3,1476,1735.433,1.204,,,,,,,,,,
80,4,1038,1431.596,4.596,,,,,,,,,,
70,0,166506,197628.5,6584756,2203,18691.37,362.394,6,163862.1,45702383,46136.91,68588,10175.18,1464.869
70,1,1934,2440.841,2.423,,,,,,,,,,
70,2,407,574.027,2.132,,,,,,,,,,
70,3,1455,1751.349,1.254,,,,,,,,,,
70,4,1330,1730.582,2.455,,,,,,,,,,
60,0,168303,197599.3,1189366,982,9452.461,41.702,6,141835.3,52664759,50758.66,70295,9595.907,844.770
60,1,1183,1468.491,1.807,,,,,,,,,,
60,2,542,902.248,2.527,,,,,,,,,,
60,3,1141,1745.728,3.062,28,226.185,15.545,,,,,28,1.021,0.000
60,4,420,493.050,0.971,,,,,,,,,,
50,0,216350,271210.5,1424520,5633,48755.08,626.302,7,136100.5,16657964,56575.87,95166,9552.205,792.340
50,1,1119,1432.952,2.387,,,,,,,,,,
50,2,379,786.408,5.025,16,110.704,2.549,,,,,16,0.592,0.000
50,3,1553,2009.897,2.064,,,,,,,,,,
50,4,617,757.664,1.598,,,,,,,,,,
40,0,1234720,1410622,854772.3,36903,425799.0,395404.0,5,114877.5,69086554,261649.5,641592,32880.98,21599.32
40,1,5157,5487.087,200.657,,,,,,,,,,
40,2,794,1377.465,2.883,16,113.439,3.664,,,,,16,0.594,0.000
40,3,3963,5415.427,8.288,,,,,,,,,,
40,4,1983,2514.577,1.605,,,,,,,,,,
30,0,1382612,1512470,2476711,960,19505.43,159.699,5,100240.0,39234403,525454.7,734823,54432.72,144354.6
30,1,2153,2538.095,20.700,,,,,,,,,,
30,2,449,881.650,2.264,16,119.177,3.367,,,,,16,0.584,0.000
30,3,2727,3971.222,4.442,,,,,,,,,,
30,4,1811,2203.357,1.943,,,,,,,,,,
20,0,1382824,1513405,1126239,41,493.219,94.364,9,127522.9,3581857,528085.2,743391,78310.35,559616.0
20,1,2470,3620.978,8.804,16,115.179,2.571,,,,,16,0.587,0.000
20,2,658,1174.577,4.648,,,,,,,,,,
20,3,3742,5205.562,20.361,,,,,,,,,,
20,4,1463,1847.532,2.132,,,,,,,,,,
10,0,1474564,2044942,1216914,39673,467115.7,78539.48,6,110684.9,654511.3,535762.4,801544,73544.98,240489.3
10,1,379,488.888,1.292,,,,,,,,,,
10,2,472,869.897,2.619,,,,,,,,,,
10,3,4608,6847.112,10.162,,,,,,,,,,
10,4,2431,2949.368,5.589,,,,,,,,,,
5,0,1905124,2733431,3262465,52737,593515.3,107120.3,7,99669.42,2330489,767368.1,1198000,88107.44,366853.3
5,1,1762,2206.988,2.141,,,,,,,,,,
5,2,672,1217.084,3.577,,,,,,,,,,
5,3,1103,1353.533,2.568,,,,,,,,,,
5,4,129,141.964,0.227,,,,,,,,,,
