RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99436,75344.45,6393.420,,,,,,,6500.647,,,
100,1,1342,2266.544,467.210,,,,,,,954.510,,,
100,2,262,448.543,3.600,,,,,,,,,,
100,3,1166,1461.389,2.934,,,,,,,,,,
100,4,801,1030.653,2.191,,,,,,,,,,
90,0,116153,156445.4,346430.5,144,4937.783,2913.520,1,15547.76,0.000,26768.82,22308,33533.81,1535.639
90,1,26134,107979.4,1331381,830,7010.591,25.833,,,,23085.62,32375,47233.24,267068.8
90,2,501,683.426,1.154,,,,,,,,,,
90,3,1039,1237.940,1.410,2,18.852,14.688,,,,,8,0.387,0.000
90,4,293,424.152,1.628,,,,,,,,,,
80,0,121122,166605.5,127711.3,304,6414.247,1516.332,2,34332.68,6347986,29970.60,27371,33871.65,5447.772
80,1,33087,130163.0,32281.32,2083,19872.13,5846.584,,,,26460.67,37048,49682.70,20372.74
80,2,328,648.852,3.899,16,159.918,104.264,,,,,16,1.042,0.000
80,3,1026,1176.024,2.583,,,,,,,,,,
80,4,540,812.540,4.129,,,,,,,,,,
70,0,126576,170465.5,368145.4,161,3835.722,2468.477,3,52681.32,4507826,33663.98,31995,30593.81,8605.556
70,1,39783,144841.3,72004.90,3289,28168.52,207.639,,,,28931.90,42381,48541.49,68951.83
70,2,424,804.672,5.762,16,113.028,1.227,,,,,17,0.844,0.000
70,3,1172,1582.665,1.360,,,,,,,,,,
70,4,379,559.106,2.902,,,,,,,,,,
60,0,130311,171421.4,142644.4,70,2703.419,3607.845,4,65077.83,2526962,36068.90,34602,25780.95,4059.738
60,1,48403,164301.0,92124.14,5554,43725.37,919.567,,,,31084.44,48066,46383.24,16125.11
60,2,188,359.335,1.761,1,26.775,0.000,,,,,1,0.058,0.000
60,3,1840,2810.341,2.860,,,,,,,,,,
60,4,1441,1789.096,2.235,,,,,,,,,,
50,0,166835,328974.0,380303.2,14805,135506.7,168998.7,4,54290.92,6581284,39756.46,52509,22969.05,5006.353
50,1,81293,298837.8,159158.2,18184,157707.0,3686.521,,,,35206.68,65681,42601.78,50344.87
50,2,116,272.757,2.082,2,22.348,0.139,,,,,2,0.106,0.000
50,3,1996,2905.302,2.480,,,,,,,,,,
50,4,1485,1766.578,2.127,,,,,,,,,,
40,0,643693,834934.1,40679211,2383,44934.33,1969.772,4,65456.47,4963634,267918.7,307223,32582.16,25948.12
40,1,429861,660626.7,3063034,1120,24832.89,419.104,,,,226021.2,256610,68916.43,162761.1
40,2,229,490.446,4.493,1,34.965,0.000,,,,,1,0.056,0.000
40,3,1064,1549.182,2.918,,,,,,,,,,
40,4,3546,4149.013,22.092,,,,,,,,,,
30,0,744210,1147737,373870.0,3268,86142.62,3296.306,4,63768.93,29370048,381433.3,377734,70547.86,103153.6
30,1,611773,973978.8,6641164,2136,55290.57,8193.171,,,,354078.2,349280,63931.05,228955.0
30,2,228,442.387,0.807,2,19.142,8.669,,,,,2,0.097,0.000
30,3,3632,4671.937,352.305,8,60.887,1.493,,,,,8,0.312,0.000
30,4,2180,3120.231,18.851,,,,,,,,,,
20,0,751123,1107212,7312471,291,7401.120,1773.619,4,74716.69,7849525,389156.0,389559,81866.30,215223.3
20,1,630397,973395.6,3949750,48,1052.486,125.386,,,,373550.4,359660,70046.66,121519.5
20,2,396,869.454,6.131,35,368.857,357.264,,,,,35,1.374,0.000
20,3,2654,4324.192,5.660,,,,,,,,,,
20,4,2443,3332.166,11.819,9,84.896,20.153,,,,,9,0.385,0.000
10,0,753099,1208505,543843.6,103,4472.529,4644.282,7,71150.97,1987732,443819.4,394022,86889.02,116704.7
10,1,630178,1054938,6347084,2,126.212,1458.864,,,,420976.8,358818,64700.75,75178.63
10,2,372,622.464,0.727,2,55.421,58.438,,,,,2,0.110,0.000
10,3,3924,4771.646,46.057,,,,,,,,,,
10,4,2630,3835.820,8.531,,,,,,,,,,
5,0,756838,1319058,14324898,1490,50484.58,1976.527,28,67960.03,429100.0,479111.8,397694,90217.36,177910.3
5,1,633281,1147346,10535415,1343,26183.18,532.197,,,,456219.7,359671,58906.96,164947.5
5,2,460,1179.433,116.954,18,132.664,2.919,,,,,18,0.769,0.000
5,3,1735,2353.795,4.358,,,,,,,,,,
5,4,4086,4732.101,26.985,,,,,,,,,,
