RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.50,0.10,0:03.61,0,100590,0,0
90,3.53,0.87,0:04.41,43053,109539,64068,46680
80,3.53,1.02,0:04.56,50429,113849,72108,54915
70,3.52,1.22,0:04.75,58745,131323,83541,66538
60,3.54,1.23,0:04.78,64015,111859,74792,70363
50,3.60,1.49,0:05.10,73871,181527,117208,87365
40,3.87,4.15,0:08.26,157314,1123940,653862,463360
30,3.64,6.10,0:10.15,257411,1125056,709176,775895
20,3.88,5.92,0:10.21,262881,1119684,709279,778548
10,3.99,6.19,0:10.63,267191,1241142,744235,856504
5,4.14,7.52,0:12.30,322549,1573251,816802,1230913
