RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.07,0:03.60,0,100590,0,0
90,3.49,0.91,0:04.40,42837,109752,64114,46633
80,3.50,1.03,0:04.53,50289,113903,72203,54890
70,3.56,1.20,0:04.76,59410,131759,84107,65593
60,3.54,1.24,0:04.79,64417,110140,73983,69720
50,3.56,1.52,0:05.09,74367,184376,118930,87961
40,3.97,4.07,0:08.28,158421,1122784,653612,463664
30,3.77,5.77,0:09.94,242986,1139486,709155,774385
20,3.76,6.02,0:10.18,263274,1119219,709251,778671
10,3.85,6.22,0:10.52,260807,1253541,744435,861436
5,4.24,7.46,0:12.33,324257,1570552,816232,1230445
