RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104760,68593.80,8342.658,,,,,,,
100,1,1839,2120.384,1.685,,,,,,,
100,2,261,451.742,1.344,,,,,,,
100,3,1371,1794.081,3.591,,,,,,,
100,4,905,1193.234,3.729,,,,,,,
90,0,141711,276275.8,112010.6,20941,185144.5,36371.19,1,28918.09,0.000,
90,1,1321,1677.126,2.639,,,,,,,
90,2,654,893.622,2.060,,,,,,,
90,3,1546,1760.502,2.084,,,,,,,
90,4,931,1130.376,1.810,,,,,,,
80,0,171387,513422.0,13908509,47453,406598.0,59015.28,3,88925.67,7218944,
80,1,1529,2011.400,4.029,7,73.944,44.097,,,,
80,2,499,769.292,1.583,,,,,,,
80,3,1544,1932.147,2.961,,,,,,,
80,4,1545,2062.632,5.352,,,,,,,
70,0,180413,589127.5,441730.0,61527,476511.5,34200.81,5,142296.6,11309757,
70,1,1402,1751.580,2.348,,,,,,,
70,2,603,908.861,0.824,,,,,,,
70,3,598,716.895,1.216,,,,,,,
70,4,1925,2656.518,3.439,,,,,,,
60,0,195086,685585.0,1181935,72966,564759.6,31842.85,5,133977.0,47106957,
60,1,4182,4462.005,341.021,,,,,,,
60,2,867,1245.706,1.763,,,,,,,
60,3,2430,2920.505,6.222,,,,,,,
60,4,1782,2250.127,1.706,,,,,,,
50,0,273387,824411.4,467829.0,81225,658754.6,432631.7,6,152619.5,131054060,
50,1,1872,2188.174,2.226,,,,,,,
50,2,332,544.288,2.295,,,,,,,
50,3,4005,4895.693,46.418,,,,,,,
50,4,2335,3062.324,8.146,,,,,,,
40,0,739622,1744486,4764321,119338,1218870,212654.9,5,109188.8,61259871,
40,1,1486,1846.862,1.844,5,41.856,4.552,,,,
40,2,525,861.865,1.702,,,,,,,
40,3,2054,2558.916,1.810,,,,,,,
40,4,1982,2460.870,4.968,,,,,,,
30,0,1306514,3554686,1547437,219959,2200930,720794.9,5,92725.29,25841938,
30,1,3389,4304.222,8.128,,,,,,,
30,2,472,917.959,2.487,,,,,,,
30,3,4398,6364.928,23.170,6,72.060,59.342,,,,
30,4,1911,2557.473,2.648,,,,,,,
20,0,1338848,3723570,1898814,233325,2324246,1579491,4,96447.52,131569525,
20,1,3509,4439.527,6.584,,,,,,,
20,2,712,1275.654,2.629,,,,,,,
20,3,5113,6762.755,143.105,,,,,,,
20,4,3079,4052.662,28.573,,,,,,,
10,0,2612542,7672653,177708330,457114,4821182,4131810,5,98156.25,479641.2,
10,1,11446,11741.07,371.425,,,,,,,
10,2,1891,2881.664,3.618,,,,,,,
10,3,8648,12316.20,91.672,,,,,,,
10,4,6241,8058.884,1021.012,,,,,,,
5,0,2664954,8172050,4169870,458930,4831903,2587722,6,85076.65,4089215,
5,1,2148,2713.871,33.216,,,,,,,
5,2,719,1288.335,2.280,,,,,,,
5,3,11721,13141.37,271.690,,,,,,,
5,4,6928,8229.514,113.898,,,,,,,
