RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104795,67254.55,610.853,,,,,,,
100,1,1012,1181.889,1.246,,,,,,,
100,2,285,503.553,1.766,,,,,,,
100,3,751,846.941,1.268,,,,,,,
100,4,752,953.800,2.674,,,,,,,
90,0,141176,329886.5,227240.2,21540,241664.0,152505.0,1,28508.23,0.000,
90,1,1474,1905.467,2.642,,,,,,,
90,2,736,1029.139,2.379,4,49.959,18.305,,,,
90,3,1469,1773.788,2.133,,,,,,,
90,4,883,1128.808,2.124,,,,,,,
80,0,171990,627282.2,970780.3,47681,524536.7,39247.90,3,95803.07,47064829,
80,1,1311,1529.463,1.512,,,,,,,
80,2,443,660.393,0.996,,,,,,,
80,3,821,957.319,1.292,,,,,,,
80,4,1193,1536.275,2.561,,,,,,,
70,0,180274,753108.6,347596.0,62239,643606.3,16447.77,5,153006.1,12184044,
70,1,2203,3022.011,23.508,,,,,,,
70,2,162,383.286,3.305,,,,,,,
70,3,1548,1874.973,2.000,,,,,,,
70,4,1643,1975.706,2.303,,,,,,,
60,0,193577,878245.8,453577.5,72940,760814.1,25767.26,5,137500.2,54169600,
60,1,1080,1264.241,1.530,,,,,,,
60,2,343,657.422,3.861,,,,,,,
60,3,4341,4334.286,77.011,,,,,,,
60,4,2130,2708.162,31.922,,,,,,,
50,0,284439,1056760,2690605,81218,887346.8,43371.09,6,135236.5,71614328,
50,1,858,1056.952,1.623,3,32.359,5.648,,,,
50,2,463,755.355,1.247,,,,,,,
50,3,4671,5033.669,525.016,,,,,,,
50,4,1526,1809.384,1.216,,,,,,,
40,0,773702,2133071,6192751,126382,1573574,199432.1,4,86014.92,47557655,
40,1,1618,2011.591,1.970,,,,,,,
40,2,481,906.860,3.569,,,,,,,
40,3,2278,2838.873,13.443,,,,,,,
40,4,326,397.277,1.864,1,13.350,0.000,,,,
30,0,1306604,4068766,8156788,219546,2717135,1022026,5,96722.30,87066545,
30,1,3916,5188.982,83.812,,,,,,,
30,2,761,1242.604,2.669,,,,,,,
30,3,4267,5443.304,32.288,,,,,,,
30,4,1052,1358.283,2.983,,,,,,,
20,0,1339694,4250184,8841208,233312,2859979,547511.9,6,97313.70,10058505,
20,1,3290,3992.995,9.054,,,,,,,
20,2,508,1047.682,3.289,,,,,,,
20,3,4930,6724.538,15.655,,,,,,,
20,4,2053,2690.883,3.215,,,,,,,
10,0,2611986,8611785,3822526,450114,5765314,2246245,5,99079.40,116510.4,
10,1,5562,7380.446,577.702,,,,,,,
10,2,1193,2088.721,4.661,,,,,,,
10,3,9337,12787.05,147.751,,,,,,,
10,4,2795,3571.018,5.592,,,,,,,
5,0,2663732,9157590,1312303,455963,5838535,2390396,6,84806.33,1039086,
5,1,5115,6124.231,110.806,,,,,,,
5,2,2445,3005.851,4.871,,,,,,,
5,3,9837,12798.45,73.462,,,,,,,
5,4,4594,5279.865,8.802,,,,,,,
