RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.06,5.40,0:07.47,439508,609273,564085,473373
90,2.24,1.98,0:04.96,11,1048774,565083,530956
80,2.25,2.05,0:05.02,14,1048778,565618,562250
70,2.30,2.03,0:05.01,15,1048780,565618,562357
60,2.55,1.81,0:04.96,16,1048783,565617,562402
50,2.41,1.98,0:04.96,16,1048786,565624,562616
40,2.48,1.95,0:04.94,11,1048794,565627,562703
30,2.46,1.97,0:04.90,15,1048793,565626,562824
20,2.57,1.92,0:04.92,15,1048796,565626,562923
10,2.53,2.00,0:04.92,15,1048799,565627,563037
5,2.57,1.97,0:04.91,14,1048802,565624,563079
