RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.09,0:03.57,0,100590,0,0
90,3.55,0.44,0:03.99,41183,113052,63375,44740
80,3.51,0.52,0:04.03,47846,123535,74875,51977
70,3.48,0.62,0:04.10,56491,135127,83413,63345
60,3.49,0.65,0:04.15,64547,120976,79469,69582
50,3.57,0.76,0:04.33,70984,187605,117702,92639
40,3.91,2.58,0:06.53,186055,1121885,661230,638767
30,3.91,3.07,0:07.03,244442,1138292,709312,774941
20,3.90,3.18,0:07.13,252946,1133773,711512,778849
10,3.94,3.43,0:07.43,260567,1265949,744847,870398
5,4.26,4.08,0:08.45,320377,1575628,817103,1245856
