RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.97,0.10,0:01.61,0,100476,0,0
90,4.09,0.34,0:01.78,1316,140505,44693,41677
80,4.15,0.36,0:01.82,2031,151097,57463,51993
70,4.21,0.37,0:01.86,2441,162275,73060,63752
60,4.23,0.44,0:01.90,4751,169764,75983,72945
50,4.67,0.77,0:02.15,25073,207160,104875,99570
40,5.35,1.82,0:02.76,5344,971058,481557,468747
30,5.05,3.42,0:03.25,9437,1338676,687300,734240
20,5.16,3.18,0:03.25,376,1373432,704839,767471
10,5.54,3.19,0:03.39,129,1382595,709353,775101
5,6.14,3.95,0:04.20,31078,1363745,718099,783939
