RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,99132,74750.85,17002.67,,,,,,,6280.011,,,
100,1,866,1049.653,2.871,,,,,,,171.418,,,
100,2,859,2149.837,494.349,,,,,,,1266.982,,,
100,3,1500,1689.815,8.075,,,,,,,,,,
100,4,938,1122.063,1.297,,,,,,,,,,
90,0,110029,157331.0,130501.6,144,5993.256,2174.621,1,15643.47,0.000,25805.93,15613,40009.22,1633.171
90,1,16058,104991.1,330164.2,535,5157.342,42.617,,,,21588.81,22014,55618.61,4175.704
90,2,16358,96644.18,36272.55,637,5657.137,40.882,,,,21745.99,21108,46973.26,4497.559
90,3,834,1280.240,3.694,7,66.229,14.956,,,,,8,0.411,0.000
90,4,1083,1557.423,2.828,16,111.450,1.191,,,,,16,0.719,0.000
80,0,114344,162679.8,769730.4,183,5368.009,2314.091,2,40320.36,48488962,28211.11,19602,38380.47,3028.246
80,1,17296,98240.78,44131.42,32,359.841,57.175,,,,22271.49,22696,52234.49,21355.64
80,2,21936,112101.5,560590.6,1831,18555.02,71.334,,,,23575.65,24350,44619.03,64731.19
80,3,943,1644.589,4.288,32,255.033,12.233,,,,,32,1.186,0.000
80,4,982,1207.075,0.548,,,,,,,,,,
70,0,117922,154887.2,159929.0,79,3797.141,5450.409,3,59413.28,33982081,31155.93,21516,24351.99,1388.576
70,1,21564,97217.91,55479.12,17,176.464,59.627,,,,25441.44,26150,43865.37,17755.90
70,2,25766,113875.9,33731.22,2345,20175.92,185.096,,,,24492.18,27200,40012.90,14802.20
70,3,539,718.657,2.521,,,,,,,,,,
70,4,1984,2129.323,4.941,,,,,,,,,,
60,0,119701,152673.3,1988083,99,3522.816,4619.066,4,67744.77,13913151,32832.30,22390,16897.25,1367.400
60,1,23644,101444.2,99759.41,128,1676.001,100.794,,,,26868.48,28807,43317.88,15783.46
60,2,31546,131381.3,29693.82,4556,37408.99,198.198,,,,24702.36,30727,35792.80,3745.993
60,3,1094,1442.924,2.436,,,,,,,,,,
60,4,265,373.175,4.317,,,,,,,,,,
50,0,140846,244856.1,184137.5,7992,76979.93,2182.009,4,56939.90,2234541,35292.14,32839,16497.64,17885.64
50,1,45425,190873.4,106125.7,7956,77730.85,1515.512,,,,31788.09,39470,36660.11,6597.738
50,2,46635,187364.6,118867.6,9125,80671.27,2378.882,,,,29057.35,39266,33873.94,4447.972
50,3,1869,2352.757,34.021,,,,,,,,,,
50,4,995,1491.287,2.796,16,128.293,27.554,,,,,16,0.712,0.000
40,0,410597,649767.2,1654415,1921,51598.01,840.553,4,72784.39,13429646,211148.3,177935,26694.90,17897.21
40,1,261705,541429.6,1982019,2525,62595.51,1494.712,,,,184362.0,156370,48105.68,602721.5
40,2,304293,551977.4,1255146,898,24979.08,643.522,,,,201995.6,177217,49542.43,141082.5
40,3,1653,2367.021,0.862,,,,,,,,,,
40,4,1185,1543.606,1.473,,,,,,,,,,
30,0,533589,1035237,4369782,3268,117679.7,4559.312,4,64302.18,22711148,347904.7,259732,66934.83,47250.94
30,1,413598,915246.6,3698606,3247,123288.0,4264.067,,,,323581.6,236413,65076.17,385756.0
30,2,401214,904373.1,8745843,2938,117935.3,185966.9,,,,323795.6,230360,65282.25,145608.2
30,3,1695,2671.847,1.338,,,,,,,,,,
30,4,1300,1637.254,1.316,,,,,,,,,,
20,0,542344,1016935,3071271,168,5689.161,3185.277,4,70049.28,12394939,377859.6,276395,103627.7,82341.40
20,1,418554,898095.0,2421480,,,,,,,363889.2,241225,85610.33,248544.1
20,2,413626,894514.9,28521984,208,10877.99,1143.683,,,,357243.0,239689,91409.14,239436.3
20,3,3040,3608.490,85.054,,,,,,,,,,
20,4,1325,1679.575,1.099,,,,,,,,,,
10,0,545489,1073464,5575787,128,5081.462,3840.205,7,70713.19,5101241,408306.1,281842,104416.0,66140.49
10,1,418267,937259.5,2253880,,,,,,,389127.6,241864,90632.70,490158.1
10,2,419400,944540.2,2314574,1,27.634,0.000,,,,389688.9,242731,91944.91,60696.36
10,3,2872,3457.987,11.445,,,,,,,,,,
10,4,1714,2237.782,1.382,,,,,,,,,,
5,0,549179,1473648,371634.3,1485,52929.93,1861.072,25,65923.37,417993.2,453794.9,328931,438689.9,2231789
5,1,422422,1303740,11181510,1287,35795.18,934.723,,,,430995.1,288009,406209.4,9712334
5,2,423768,1608644,8138662,28306,406048.6,84135.55,,,,417345.0,283626,374184.2,448447.2
5,3,480,822.912,4.112,16,114.289,2.408,,,,,16,0.670,0.000
5,4,3696,4630.749,27.991,8,64.192,2.913,,,,,8,0.369,0.000
