RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.71,0.85,0:06.57,29,678931,1684,577
90,5.51,1.04,0:06.55,30,689368,80261,13833
80,5.71,0.92,0:06.64,361,697384,152809,16672
70,5.76,0.99,0:06.76,672,716258,202921,28288
60,5.78,1.31,0:07.10,12762,768401,299615,69446
50,5.83,1.49,0:07.33,4673,888519,361367,134210
40,5.86,1.86,0:07.73,5728,1003498,480364,291598
30,5.95,2.16,0:08.12,12344,1160285,562882,439187
20,5.99,2.39,0:08.40,4200,1258801,668361,580102
10,6.18,2.61,0:08.80,3695,1368881,710321,731596
5,7.03,2.64,0:09.68,3895,1438387,766645,798942
