RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.53,0.78,0:06.32,90,678073,812,575
90,5.57,0.82,0:06.40,1508,687890,38582,11362
80,5.67,0.78,0:06.46,1438,687963,81172,11328
70,5.75,0.87,0:06.63,4942,694714,153694,27048
60,5.76,1.45,0:07.22,44314,718490,243239,88275
50,5.83,1.96,0:07.83,75609,768598,344828,171080
40,5.88,2.59,0:08.53,124383,849517,441308,302553
30,5.95,3.64,0:09.76,208683,954568,561536,495600
20,5.97,3.80,0:10.08,197200,1036072,654206,606438
10,6.11,4.36,0:10.83,232458,1139033,709707,762246
5,7.05,4.41,0:11.84,246841,1214390,776570,863717
