RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678209,447241.7,141107.3,96,771.924,15.726,,,,,1063,687.756,1.689
100,1,1725,2084.138,2.143,,,,,,,,,,
100,2,420,764.475,1.876,,,,,,,,,,
100,3,1287,1604.881,2.466,,,,,,,,,,
100,4,1231,1632.200,2.826,,,,,,,,,,
90,0,689392,483039.6,292671.7,1498,11787.32,47.596,,,,,15749,11888.74,178.375
90,1,1858,2409.245,3.643,1,10.096,0.000,,,,,10,11.548,12.243
90,2,366,739.050,1.852,2,18.529,9.923,,,,,4,0.121,0.000
90,3,1515,1988.816,3.032,,,,,,,,,,
90,4,670,779.399,1.484,,,,,,,,,,
80,0,689509,487043.5,77717.71,1436,11007.80,9.501,,,,,15668,11372.56,763.724
80,1,3043,3846.568,33.849,,,,,,,,,,
80,2,564,922.164,1.990,8,59.246,4.876,,,,,9,0.303,0.000
80,3,2330,2930.236,10.082,,,,,,,,,,
80,4,1686,2051.719,3.555,,,,,,,,,,
70,0,699382,551356.1,564795.0,5368,53130.24,947.703,4,60244.40,13654920,,26560,14992.21,1449.603
70,1,1197,1378.994,1.935,,,,,,,,,,
70,2,425,672.470,1.654,,,,,,,,,,
70,3,2626,3539.477,6.827,,,,,,,,,,
70,4,2785,3131.516,2.381,,,,,,,,,,
60,0,765365,952488.2,6936132,36212,395663.9,69211.08,6,96368.78,10745948,,92305,16416.98,2181.077
60,1,1729,2253.993,4.008,4,33.515,7.070,,,,,7,0.222,0.000
60,2,544,921.419,2.317,,,,,,,,,,
60,3,910,1162.357,3.221,,,,,,,,,,
60,4,3311,4339.175,9.040,,,,,,,,,,
50,0,843895,1545400,17486490,76489,873215.3,590205.4,5,78500.42,2866041,,174625,54772.04,49138.91
50,1,1809,2374.795,3.039,,,,,,,,,,
50,2,390,787.768,4.468,,,,,,,,,,
50,3,1465,1740.682,2.346,,,,,,,,,,
50,4,3254,4479.285,16.410,,,,,,,,,,
40,0,975064,2127961,1196926,125457,1300124,341259.2,7,108284.0,49242175,,316080,99162.86,497372.8
40,1,4281,5785.395,45.815,,,,,,,,,,
40,2,1003,1546.623,3.017,,,,,,,,,,
40,3,4329,5770.095,30.198,2,34.383,116.357,,,,,9,0.475,0.000
40,4,2577,3315.948,6.140,,,,,,,,,,
30,0,1163807,3299984,3512392,207323,2187712,949997.0,4,49358.59,26546334,,534331,256205.0,2107452
30,1,2616,3342.428,6.126,,,,,,,,,,
30,2,539,1077.981,2.361,,,,,,,,,,
30,3,6579,7688.012,1002.113,,,,,,,,,,
30,4,3814,5133.132,22.459,,,,,,,,,,
20,0,1230736,3637542,4016789,220669,2302766,1153482,4,39745.21,22723449,,624283,395655.5,1685283
20,1,5009,6500.229,12.663,,,,,,,,,,
20,2,896,1434.968,1.727,,,,,,,,,,
20,3,6313,8598.603,64.028,,,,,,,,,,
20,4,3525,4307.267,5.877,,,,,,,,,,
10,0,1370235,4081041,9449991,233825,2413322,921187.7,2,18620.57,74756905,,814268,602852.9,18941104
10,1,3445,4037.317,4.788,,,,,,,,,,
10,2,475,1030.851,0.817,,,,,,,,,,
10,3,9530,11049.37,1248.874,,,,,,,,,,
10,4,4617,6441.068,13.943,,,,,,,,,,
5,0,1461199,4233593,1287915,238678,2441662,1039752,2,15607.91,28760386,,902640,647014.4,2695404
5,1,4074,4977.112,8.881,4,50.814,77.953,,,,,18,9.804,2.357
5,2,1120,1982.716,3.168,,,,,,,,,,
5,3,6628,9187.181,412.599,,,,,,,,,,
5,4,2497,3310.883,8.657,,,,,,,,,,
