RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104798,76487.16,27782.39,,,,,,,,,,,104798,3275.216,97.782
100,1,978,1390.120,3.010,,,,,,,,,,,978,34.960,0.000
100,2,799,1127.767,4.403,,,,,,,,,,,799,27.674,0.000
100,3,1042,1390.377,4.146,,,,,,,,,,,1042,57.383,0.261
100,4,368,499.553,1.038,,,,,,,,,,,368,15.902,0.000
90,0,144715,257199.5,5509526,22343,149974.1,1021.032,1,7518.116,0.000,,37459,2013.917,183.475,144715,4531.979,8889.338
90,1,1512,2118.787,2.613,,,,,,,,,,,1512,69.594,0.165
90,2,1386,1920.122,2.417,6,40.496,0.965,,,,,33,9.425,1.107,1386,46.894,0.000
90,3,1401,1907.204,1.977,3,21.556,1.785,,,,,8,0.291,0.000,1401,51.447,0.000
90,4,1133,1536.384,2.275,,,,,,,,,,,1133,41.590,0.000
80,0,178419,473772.7,107925.2,50887,341987.4,1715.807,3,22491.66,111090.1,,71050,2837.432,1016.612,178419,5548.120,75.654
80,1,2186,3140.302,22.519,,,,,,,,,,,2186,76.501,0.002
80,2,1959,2674.735,2.753,3,20.602,1.313,,,,,9,0.352,0.000,1959,69.025,0.000
80,3,1411,1943.604,2.388,4,29.269,4.397,,,,,8,0.314,0.000,1411,48.710,0.000
80,4,1639,2145.833,1.904,13,85.048,0.940,,,,,24,0.832,0.000,1639,56.024,0.000
70,0,180831,567510.8,184948.4,64401,431790.1,4952.469,5,34671.19,1630044,,72963,2984.504,221.502,180831,5622.220,107.041
70,1,1855,2529.137,2.171,,,,,,,,,,,1855,64.250,0.000
70,2,1346,2258.904,4.697,6,39.430,0.960,,,,,9,0.346,0.000,1346,50.561,0.004
70,3,1858,2721.256,3.569,,,,,,,,,,,1858,100.509,0.270
70,4,897,1239.919,3.496,,,,,,,,,,,897,46.001,0.247
60,0,228901,655149.8,534278.3,73218,491511.9,28185.63,5,29740.50,2456365,,97332,3873.773,877.034,228901,7234.179,363.405
60,1,1987,2515.203,1.143,,,,,,,,,,,1987,68.584,0.000
60,2,1267,1595.442,1.319,2,14.406,2.889,,,,,9,0.347,0.000,1267,43.260,0.000
60,3,1423,1863.232,2.210,16,105.662,1.486,,,,,31,1.024,0.000,1423,48.879,0.000
60,4,820,1131.332,2.365,7,52.216,3.279,,,,,10,0.391,0.000,820,29.705,0.000
50,0,240110,666589.3,536318.3,73057,490240.6,6482.265,4,18084.18,5727332,,103046,4912.067,2739.309,240110,7607.727,647.339
50,1,1939,2573.818,1.863,,,,,,,,,,,1939,83.978,0.120
50,2,1764,2499.790,2.890,6,40.114,0.785,,,,,16,5.445,1.435,1764,61.941,0.001
50,3,1692,2328.836,2.260,6,58.910,75.018,,,,,8,0.318,0.000,1692,60.143,0.000
50,4,936,1168.110,2.038,,,,,,,,,,,936,32.315,0.000
40,0,841176,1494036,3658046,127908,891875.2,114417.1,4,23083.50,20253.88,,434202,76118.39,122612.7,841176,26406.87,4028.388
40,1,1616,2250.222,2.630,,,,,,,,,,,1616,62.002,0.000
40,2,854,1525.082,6.603,3,21.799,2.744,,,,,10,0.365,0.000,854,41.732,0.017
40,3,5232,6589.085,128.928,,,,,,,,,,,5232,295.977,4.318
40,4,2647,3977.948,6.791,,,,,,,,,,,2647,109.393,0.272
30,0,1309764,2563992,9350711,220689,1552523,124356.3,6,22579.49,399537.1,,729276,170610.4,496931.7,1309764,43086.05,47661.59
30,1,2795,3803.565,4.616,,,,,,,,,,,2795,121.820,0.196
30,2,908,1763.281,11.453,3,24.427,11.028,,,,,12,0.436,0.000,908,37.173,0.009
30,3,1138,1568.031,1.953,,,,,,,,,,,1138,42.151,0.000
30,4,636,700.722,1.608,,,,,,,,,,,636,23.785,0.000
20,0,1346948,2665105,49099057,229838,1630311,256161.9,4,21993.69,118796.6,,751857,166236.6,334791.9,1346948,44106.43,69080.55
20,1,3790,5766.526,25.537,,,,,,,,,,,3790,150.602,0.608
20,2,2296,3949.781,25.332,5,38.409,3.370,,,,,16,0.495,0.000,2296,81.320,0.011
20,3,3978,5466.785,11.994,,,,,,,,,,,3978,143.671,0.001
20,4,2260,3189.765,18.614,,,,,,,,,,,2260,98.264,0.788
10,0,2638729,5310401,4914710,448961,3158280,557292.4,5,26919.11,227891.6,,1618816,500397.1,1817395,2638729,84189.29,22288.76
10,1,4206,5404.074,55.695,,,,,,,,,,,4206,148.799,0.005
10,2,2498,4611.567,18.671,2,13.577,1.323,,,,,8,0.278,0.000,2498,103.232,0.030
10,3,3131,4206.101,14.829,,,,,,,,,,,3131,113.344,0.002
10,4,1629,2302.176,2.905,,,,,,,,,,,1629,60.529,0.000
5,0,2665495,5633953,12255647,460022,3250476,584991.9,6,24888.34,145785.3,,1668499,649908.7,5396009,2665495,86158.24,204390.6
5,1,3252,4260.259,11.301,,,,,,,,,,,3252,116.355,0.001
5,2,2088,3734.997,1898.128,6,57.607,24.796,,,,,39,5.850,0.523,2088,101.350,8.183
5,3,1939,2669.977,2.626,,,,,,,,,,,1939,72.935,0.000
5,4,759,1064.954,2.764,,,,,,,,,,,759,28.517,0.000
