RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105013,0
90,145231,22354
80,178835,50912
70,181159,64446
60,229355,73243
50,240642,73077
40,853935,127924
30,1357651,220701
20,1393513,229858
10,2773809,448985
5,2825094,460032
