RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100625,75995.77,1429.635,,,,,,,6370.016,,,
100,1,645,796.509,1.920,,,,,,,,,,
100,2,327,411.116,0.871,,,,,,,,,,
100,3,3616,4157.999,535.579,,,,,,,,,,
100,4,1570,1975.754,1.961,,,,,,,,,,
90,0,148565,210555.3,113204.9,3067,51351.09,525.915,2,60894.90,8058498,35864.98,51824,13343.06,1745.592
90,1,1238,1568.907,2.227,,,,,,,,,,
90,2,474,906.452,10.382,8,132.741,30.587,,,,,8,0.322,0.000
90,3,1151,1454.205,3.622,,,,,,,,,,
90,4,3062,3286.520,78.267,,,,,,,,,,
80,0,161836,225048.6,27258395,2745,45472.04,130.156,4,142167.3,117327185,42668.99,65924,18706.41,1014.481
80,1,1720,2188.557,2.348,,,,,,,,,,
80,2,817,1161.080,3.072,,,,,,,,,,
80,3,2077,2499.325,452.721,,,,,,,,,,
80,4,1159,1465.104,1.768,,,,,,,,,,
70,0,166423,230178.5,221563.8,2293,34536.07,68.294,6,170981.9,30001004,48401.31,72159,21222.65,5958.358
70,1,2030,2637.074,1.548,,,,,,,,,,
70,2,925,1274.849,2.623,,,,,,,,,,
70,3,2066,2298.162,1.257,,,,,,,,,,
70,4,1583,2002.983,1.256,,,,,,,,,,
60,0,168480,220122.5,131252.4,922,15124.96,35.060,6,140854.5,56649298,52285.84,74595,22571.60,2114.891
60,1,1444,2050.491,4.020,16,224.084,1.281,,,,,16,0.533,0.000
60,2,451,753.683,2.361,,,,,,,,,,
60,3,1666,2013.287,1.520,,,,,,,,,,
60,4,696,933.720,2.538,,,,,,,,,,
50,0,213846,314528.7,700713.2,5058,78808.35,178.888,7,129643.6,18621565,57666.45,98319,21913.16,2236.044
50,1,1430,2011.502,4.554,8,132.722,22.274,,,,,8,0.310,0.000
50,2,381,593.490,0.476,,,,,,,,,,
50,3,1453,1933.657,3.479,16,224.940,1.239,,,,,16,0.484,0.000
50,4,753,1454.974,10.852,33,473.159,3.617,,,,,33,1.097,0.000
40,0,1257847,1500538,4226873,21385,440312.1,21704.27,7,161589.0,79563066,278976.6,666329,73001.81,83179.81
40,1,2595,3204.344,6.805,,,,,,,,,,
40,2,295,625.153,3.913,,,,,,,,,,
40,3,2764,3573.645,4.369,,,,,,,,,,
40,4,946,1299.456,2.538,,,,,,,,,,
30,0,1382587,1562999,3943565,458,12121.10,128.663,8,175261.2,101612105,535257.9,756613,115614.1,85982.51
30,1,5562,6383.166,270.979,16,228.566,1.892,,,,,16,0.561,0.000
30,2,1088,1616.763,2.940,,,,,,,,,,
30,3,4273,6273.595,215.124,,,,,,,,,,
30,4,2944,3708.638,262.279,,,,,,,,,,
20,0,1382603,1562234,1725086,31,755.229,165.360,8,125805.0,3964490,532908.1,764492,139794.4,360330.1
20,1,2047,2759.661,3.345,16,225.837,1.260,,,,,16,0.560,0.000
20,2,403,866.907,6.077,8,128.055,15.629,,,,,8,0.316,0.000
20,3,3553,4842.862,3.708,,,,,,,,,,
20,4,1440,1678.740,1.075,,,,,,,,,,
10,0,1475557,2422675,8744953,41992,789056.5,67483.96,6,117890.7,1606080,546876.8,817091,112121.3,235536.1
10,1,2031,2610.456,1.918,,,,,,,,,,
10,2,519,936.883,5.583,,,,,,,,,,
10,3,2032,2704.949,1.883,,,,,,,,,,
10,4,1,5.536,0.000,,,,,,,,,,
5,0,1905967,2963063,1577735,42799,768873.5,71490.41,9,114687.8,9927634,787068.1,1215320,133412.9,523702.6
5,1,3738,4916.107,20.294,,,,,,,,,,
5,2,713,1158.724,4.059,,,,,,,,,,
5,3,5552,7382.434,52.243,,,,,,,,,,
5,4,2876,3759.928,6.575,,,,,,,,,,
