RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.54,0.09,0:03.63,0,100590,0,0
90,3.54,0.55,0:04.09,38238,104092,52002,41381
80,3.55,0.67,0:04.22,50188,102648,68933,54294
70,3.54,0.90,0:04.45,73942,123068,89866,79834
60,3.50,0.86,0:04.38,68195,109776,77491,76398
50,3.64,1.06,0:04.71,90859,155497,112366,107210
40,3.71,3.25,0:07.55,163517,975136,594802,531012
30,3.64,4.47,0:08.84,260772,1121964,709312,775117
20,3.71,4.39,0:08.84,261035,1121704,709381,778994
10,3.75,4.51,0:09.02,254963,1189156,730867,819462
5,4.24,5.29,0:10.55,328559,1564484,815753,1239736
