RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.13,0:02.15,0,100521,0,0
90,4.13,0.51,0:02.55,11763,116034,43067,41309
80,4.25,0.62,0:02.70,17657,116049,58772,52085
70,4.32,0.87,0:02.90,26097,119686,77996,68638
60,4.42,1.03,0:03.01,33726,131614,86586,81874
50,4.79,0.90,0:03.13,29705,151641,107413,104555
40,6.18,3.52,0:05.19,123066,395689,361971,351898
30,4.75,2.46,0:03.94,10794,696279,690508,737933
20,4.95,2.14,0:03.90,831,726921,707027,773235
10,5.08,2.14,0:03.97,388,730681,709339,776275
5,5.50,2.45,0:04.33,2629,731744,713021,778922
