RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.71,1.32,0:09.06,151,678081,5253,3233
90,8.04,1.46,0:09.57,32,689363,220579,79165
80,7.98,1.73,0:09.80,26,689371,420409,81971
70,7.92,2.58,0:10.70,95,693873,826657,115118
60,7.96,3.56,0:11.66,924,702058,1227645,220578
50,8.29,5.30,0:14.12,12599,749809,2034257,979924
40,8.68,5.87,0:15.34,12341,814557,2656526,1852606
30,9.56,5.78,0:17.38,21525,914316,3589235,3149776
20,9.94,5.56,0:18.70,1545,1023367,4164580,3824097
10,9.96,6.57,0:20.42,3648,1134046,4484272,4245245
5,10.26,8.99,0:20.26,42112,1127791,4284766,3864636
