RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.53,0.09,0:03.62,0,100590,0,0
90,3.59,0.21,0:03.83,962,140758,44453,42495
80,3.55,0.31,0:03.89,3903,153226,60095,55044
70,3.56,0.35,0:03.94,4208,162720,73935,66188
60,3.59,0.37,0:04.00,6439,172039,77827,75547
50,3.66,0.58,0:04.27,24884,201098,101433,99641
40,3.96,1.76,0:05.83,15514,1106601,555542,587199
30,4.01,2.10,0:06.29,2395,1380172,709043,763775
20,4.03,2.04,0:06.26,31,1382708,709360,776516
10,4.06,2.10,0:06.32,3309,1388771,713857,780044
5,4.05,3.67,0:07.88,82727,1811337,821541,1239707
