RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101482,35
90,163456,48289
80,164609,56681
70,194712,69090
60,219860,76387
50,268835,99732
40,983477,165847
30,1130476,227970
20,1129713,230719
10,1146779,229653
5,1724168,375176
