RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.89,0.13,0:01.59,0,100476,0,0
90,4.12,1.07,0:02.01,37450,104489,50521,40824
80,4.39,1.41,0:02.22,55141,109987,75501,59973
70,4.44,1.48,0:02.28,62823,109583,77499,67942
60,4.29,1.60,0:02.27,66335,104754,73984,71553
50,5.19,2.13,0:02.75,91558,156034,112898,109911
40,5.83,6.01,0:04.47,183127,810229,498745,467535
30,5.57,8.71,0:05.56,262354,1048357,669597,739350
20,4.90,9.20,0:05.63,273041,1091660,701423,788568
10,4.79,9.41,0:05.82,282299,1100427,709731,798793
5,5.53,9.86,0:06.29,300862,1114773,723266,811949
