RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.09,3.53,0:05.75,117327,931459,564395,492356
90,2.15,3.40,0:05.67,118097,930692,564393,492028
80,2.15,4.60,0:06.78,321121,727672,565612,563138
70,2.20,3.55,0:05.81,146480,902316,565612,563158
60,2.31,3.32,0:05.71,137370,911429,565612,563120
50,2.30,3.27,0:05.63,132693,916110,565619,563174
40,2.36,3.13,0:05.54,137043,911763,565620,563139
30,2.49,4.73,0:07.22,524324,524484,565619,563171
20,2.39,3.00,0:05.42,131904,916908,565619,563148
10,2.49,2.90,0:05.42,143269,905546,565620,563137
5,2.44,2.90,0:05.38,138715,910101,565618,563145
