RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.15,0.13,0:04.29,0,100590,0,0
90,4.54,0.41,0:04.99,1023,107216,178698,170096
80,4.58,0.63,0:05.26,3817,112495,238044,218318
70,4.61,0.70,0:05.38,4336,114218,296963,265062
60,4.73,0.93,0:05.70,7755,119323,318555,305593
50,4.91,1.30,0:06.27,30571,152343,423704,414588
40,6.36,3.61,0:10.31,22839,560273,2044728,2114925
30,7.14,3.36,0:11.43,334,789763,2709193,3072486
20,7.15,3.61,0:11.75,37,799038,2838020,3083169
10,7.03,4.72,0:12.52,12402,807704,2905079,3142038
5,6.92,8.96,0:17.88,61172,1151642,3288076,4878960
