RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.95,0.10,0:01.60,0,100476,0,0
90,4.12,0.53,0:01.86,298,147002,50392,44565
80,4.15,0.54,0:01.91,298,160334,65319,53468
70,4.15,0.48,0:01.94,425,165095,70692,62490
60,4.12,0.52,0:01.91,155,167892,70792,68426
50,4.37,0.76,0:02.07,4978,214812,97259,79174
40,5.46,3.49,0:03.39,18073,1100395,554037,303846
30,4.69,7.16,0:04.50,3579,1373595,701543,746619
20,4.97,6.86,0:04.50,4056,1396245,715746,771902
10,4.83,11.07,0:06.51,189453,1505215,754174,922496
5,5.61,5.74,0:04.57,30886,1489550,742113,845889
