RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101344,0
90,152950,118
80,163896,111
70,167453,179
60,203592,774
50,244482,1234
40,1003012,3872
30,1083605,168
20,1102539,225
10,1111933,2630
5,1275579,27388
