RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.54,2.06,0:04.62,45373,539315,306401,195523
90,2.88,4.50,0:13.13,11,1001481,3042714,2843403
80,2.78,5.02,0:14.56,15,1011521,2852998,2824883
70,2.79,5.90,0:15.37,15,1011284,3255418,2805530
60,2.76,6.44,0:15.95,15,1010123,3804485,2812613
50,2.80,7.27,0:16.73,15,1008525,4296437,2816067
40,2.70,8.26,0:17.72,15,1006115,4564700,2822834
30,2.77,8.38,0:17.98,19,1006174,4851347,2828553
20,2.62,9.38,0:18.86,15,1006867,5140012,2831543
10,2.74,10.15,0:19.66,15,1005896,5384551,2835819
5,2.74,7.95,0:15.89,15,1001487,4389737,2263423
