RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,104813,80613.10,3756.667,,,,,,,6170.601,,,
100,1,1647,2237.127,2.468,,,,,,,,,,
100,2,608,875.874,1.707,,,,,,,,,,
100,3,1490,1917.505,2.407,,,,,,,,,,
100,4,1237,1542.276,2.317,,,,,,,,,,
90,0,126423,148240.9,150857.3,5112,43277.87,6345.789,1,14687.72,0.000,14827.97,19045,639.458,1.056
90,1,222,319.780,6.348,,,,,,,,,,
90,2,975,1341.166,2.157,,,,,,,,,,
90,3,1658,2100.999,1.807,9,68.329,3.028,,,,,9,0.460,0.000
90,4,1426,1822.190,2.189,,,,,,,,,,
80,0,160761,197962.0,400316.9,4189,32555.88,2481.317,2,35873.59,28012365,42575.40,53316,1802.371,13.280
80,1,679,956.986,3.401,16,135.082,17.254,,,,,16,0.681,0.000
80,2,162,357.335,0.109,,,,,,,,,,
80,3,2362,2979.663,6.648,,,,,,,,,,
80,4,2090,2493.268,82.968,,,,,,,,,,
70,0,177237,233368.3,189136.9,4753,40612.70,2038.467,3,47874.21,12294484,54226.81,69755,2383.235,56.085
70,1,1030,1373.579,4.386,,,,,,,,,,
70,2,152,344.602,1.347,,,,,,,,,,
70,3,2386,3147.243,7.555,,,,,,,,,,
70,4,1803,2295.038,3.486,,,,,,,,,,
60,0,181860,239591.2,476399.3,3915,35581.94,832.885,3,56001.91,11264302,58280.70,73738,3324.925,1037.237
60,1,1569,1947.900,2.500,8,73.706,21.875,,,,,8,0.323,0.000
60,2,358,732.471,4.119,16,115.357,4.296,,,,,16,0.610,0.000
60,3,1498,1948.768,3.507,,,,,,,,,,
60,4,798,1276.641,6.559,31,222.443,6.049,,,,,31,1.174,0.000
50,0,210091,342380.8,359985.0,14848,115387.4,4418.440,4,56969.16,21017742,59696.89,88089,7050.004,13744.62
50,1,1379,1759.027,2.636,8,61.077,3.140,,,,,8,0.312,0.000
50,2,347,561.910,0.565,,,,,,,,,,
50,3,3035,3460.028,109.074,29,193.972,0.538,,,,,29,1.058,0.000
50,4,1316,1749.056,2.270,,,,,,,,,,
40,0,487749,1028423,19077552,65640,554989.9,283517.0,3,52615.50,11323361,126578.7,236530,18405.85,43166.95
40,1,2400,3102.039,9.399,,,,,,,,,,
40,2,560,872.515,2.280,,,,,,,,,,
40,3,3249,4479.160,12.500,,,,,,,,,,
40,4,1619,2026.266,1.803,8,59.328,2.692,,,,,8,0.312,0.000
30,0,1291577,1557778,9459359,20909,223673.8,17757.31,3,49686.61,20418329,459867.9,669623,33545.59,130656.9
30,1,2339,2995.120,8.668,8,62.433,3.125,,,,,8,0.349,0.000
30,2,716,1173.617,2.148,,,,,,,,,,
30,3,3747,5273.949,24.027,,,,,,,,,,
30,4,1383,1850.085,2.712,,,,,,,,,,
20,0,1328067,1696335,3129584,32664,302237.7,49746.09,3,57725.28,17027075,485551.3,695320,33996.94,321173.3
20,1,3087,4211.654,26.673,,,,,,,,,,
20,2,1200,1787.831,3.156,,,,,,,,,,
20,3,4894,6722.781,17.081,,,,,,,,,,
20,4,2245,3025.290,24.114,,,,,,,,,,
10,0,2664154,3249835,13268405,37603,299563.4,63766.63,6,62783.88,9403367,1076199,1514014,95075.82,666085.4
10,1,5013,6350.467,13.448,,,,,,,,,,
10,2,1279,2379.501,5.324,,,,,,,,,,
10,3,4831,7505.587,30.387,,,,,,,,,,
10,4,1742,2334.860,2.175,,,,,,,,,,
5,0,2665886,3209497,6023449,36699,269184.7,13961.00,23,59393.68,414629.5,1096486,1514347,85546.66,767430.8
5,1,3771,4618.130,18.415,,,,,,,,,,
5,2,638,1298.817,4.139,16,110.781,1.573,,,,,16,0.608,0.000
5,3,6241,9196.668,277.409,,,,,,,,,,
5,4,2562,3277.006,7.858,,,,,,,,,,
