RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.67,0.13,0:03.80,0,104760,0,0
90,3.67,0.22,0:03.89,5112,121386,26449,16900
80,3.67,0.30,0:03.97,4189,156575,63295,54485
70,3.69,0.32,0:04.02,4751,172434,74480,72476
60,3.66,0.41,0:04.07,3915,177912,75364,78404
50,3.73,0.48,0:04.22,14848,195210,90536,90744
40,4.00,1.20,0:05.22,65640,422054,233615,224983
30,4.39,1.97,0:06.37,20909,1270743,651889,672676
20,4.46,2.06,0:06.53,32664,1295366,682209,742319
10,4.68,4.08,0:08.80,37603,2626362,1281318,1539746
5,4.78,3.88,0:08.69,36699,2629062,1282845,1613546
