RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.09,0:02.12,0,100521,0,0
90,3.95,0.46,0:02.41,40325,117429,63430,44433
80,3.92,0.58,0:02.46,46676,112855,70120,51504
70,3.88,0.70,0:02.50,56692,127300,79797,63020
60,3.92,0.69,0:02.52,62390,123446,79794,69468
50,4.06,0.78,0:02.64,67850,178228,111065,76307
40,4.73,2.75,0:04.01,175819,1029505,607312,516916
30,5.07,3.25,0:04.49,244204,1099961,688143,758601
20,5.07,3.52,0:04.81,253171,1128729,708750,795773
10,5.65,3.77,0:05.24,261802,1121092,709795,799541
5,5.48,3.90,0:05.15,275790,1128905,724816,798420
