RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99544,71755.67,16778.11,,,,,,,,,,,99544,2889.109,131.535
100,1,1126,907.166,0.397,,,,,,,,,,,1126,32.441,0.000
100,2,1110,1586.327,1.786,,,,,,,,,,,1110,37.745,0.000
100,3,849,1059.215,1.110,,,,,,,,,,,849,29.564,0.000
100,4,1386,1729.076,0.794,,,,,,,,,,,1386,50.177,0.000
90,0,125608,212952.5,76805.22,16571,118919.1,606.321,2,16762.89,1527930,,26197,930.491,5.716,125608,3796.818,151.498
90,1,32532,193899.8,10170.31,23754,166663.1,2575.547,,,,,29326,1070.175,24.135,32532,1109.179,8.113
90,2,349,500.643,6.524,2,17.845,0.285,,,,,18,4.899,0.956,349,13.336,0.005
90,3,56,77.632,0.305,,,,,,,,,,,56,2.264,0.000
90,4,1069,1547.440,1.543,1,10.326,0.000,,,,,7,0.291,0.000,1069,38.415,0.000
80,0,126771,238558.9,38440.90,20217,142129.9,1959.693,4,39877.29,18124726,,27202,929.401,8.491,126771,3926.820,48.847
80,1,32932,209157.0,6495.943,26460,182347.5,143799.7,1,16532.74,0.000,,31834,1326.439,20.868,32932,1108.446,11.846
80,2,890,1196.695,3.796,3,21.868,1.522,,,,,24,10.067,3.474,890,30.522,0.000
80,3,1267,1715.215,1.474,,,,,,,,,,,1267,50.004,0.000
80,4,571,870.270,3.434,5,33.046,1.002,,,,,13,0.403,0.000,571,23.935,0.000
70,0,130025,285257.5,115276.6,26351,184503.6,879.756,6,52958.58,17703392,,30455,1078.543,11.008,130025,4070.977,110.289
70,1,54405,254287.7,91376.82,30342,212383.1,5675.528,,,,,44475,1931.687,99.904,54405,1867.617,163.280
70,2,979,1468.464,2.302,3,21.849,3.107,,,,,16,10.361,5.929,979,35.324,0.000
70,3,1597,2254.847,1.993,,,,,,,,,,,1597,71.185,0.144
70,4,1506,2028.810,2.964,2,17.121,7.546,,,,,10,4.620,1.792,1506,69.069,0.173
60,0,131166,313285.9,63476.27,29693,208290.4,6283.462,5,29313.75,126797.7,,31239,1081.004,58.085,131166,4082.766,68.409
60,1,54715,267704.1,681943.6,32698,225120.2,1835.385,,,,,45770,2271.663,112.406,54715,1833.312,1076.973
60,2,909,1615.129,3.759,,,,,,,,10,0.412,0.000,909,35.958,0.006
60,3,1730,2257.017,1.839,,,,,,,,,,,1730,62.037,0.000
60,4,1549,1984.155,1.182,3,23.246,4.709,,,,,9,0.342,0.000,1549,55.243,0.000
50,0,149383,332325.5,78512.04,30700,212331.3,1696.629,4,30581.61,11933030,,40400,1559.332,4342.775,149383,4774.914,56.098
50,1,97028,325335.9,37651.92,37150,257695.1,6962.206,,,,,67613,3855.459,1080.499,97028,3104.626,35.017
50,2,397,788.787,4.676,3,28.058,17.083,,,,,20,10.919,5.115,397,19.374,0.016
50,3,59,88.647,18.335,2,32.220,165.074,,,,,9,0.328,0.000,59,2.124,0.000
50,4,1428,2182.517,3.599,2,29.591,26.725,,,,,3,0.081,0.000,1428,50.929,0.000
40,0,658329,1190958,1028626,82773,623426.8,86533.26,5,24521.66,159049.5,,327185,76060.77,107698.7,658329,21625.80,695.660
40,1,547111,1153263,4501963,93046,682619.4,21847.07,,,,,317522,63026.34,38407.40,547111,17736.39,3220.487
40,2,945,2003.090,7.543,5,44.921,26.642,,,,,30,6.702,1.029,945,48.611,0.020
40,3,1533,1946.332,2.004,1,10.624,0.000,,,,,6,0.250,0.001,1533,58.118,0.000
40,4,887,1204.871,1.429,,,,,,,,,,,887,34.385,0.000
30,0,746436,1527009,4328858,115770,854703.7,38342.73,5,27469.42,3855095,,386566,79719.70,95916.49,746436,24415.15,30670.26
30,1,597843,1538974,3437374,128434,952298.5,46925.19,1,7379.825,0.000,,360541,123259.7,137209.9,597843,19831.04,1878.632
30,2,1638,3121.833,5.411,2,14.273,1.018,,,,,24,10.713,3.982,1638,102.112,0.326
30,3,910,1166.840,1.251,3,30.162,8.910,,,,,8,0.265,0.000,910,34.514,0.000
30,4,732,863.700,2.215,,,,,,,,,,,732,29.991,0.000
20,0,752135,1803944,2142607,138174,1029169,193253.3,3,22785.23,364385.1,,398932,121413.4,684255.3,752135,28670.90,2493.143
20,1,630632,1520703,1445730,114997,872835.3,26475.89,,,,,375706,121339.6,684023.2,630632,21816.59,8586.402
20,2,370,717.469,6.331,3,28.493,12.626,,,,,37,12.061,1.565,370,37.966,0.755
20,3,619,963.305,1.637,,,,,,,,,,,619,43.934,0.367
20,4,4074,5986.767,10.246,,,,,,,,,,,4074,150.260,0.000
10,0,752993,1861082,3809978,142776,1063747,167745.1,4,33738.57,345822.9,,395578,115708.5,161769.1,752993,32049.74,5429.754
10,1,630247,1505287,1443468,119030,889012.7,39701.11,,,,,374533,118208.9,359951.5,630247,20953.04,784.691
10,2,1475,2565.199,6.808,1,7.884,0.000,,,,,10,0.413,0.000,1475,73.603,0.038
10,3,463,646.395,2.655,1,10.135,0.000,,,,,7,0.297,0.001,463,17.818,0.000
10,4,450,587.352,0.566,,,,,,,,,,,450,18.485,0.000
5,0,762934,1925802,11927383,147460,1096327,54898.90,7,27139.36,41885.98,,411742,180008.0,7087342,762934,25721.41,8062.314
5,1,642110,1715448,9249970,128330,971959.2,85592.54,,,,,391862,187417.6,360050.0,642110,20981.56,3708.800
5,2,4275,7062.191,177.582,7,71.052,41.596,,,,,34,11.044,2.279,4275,256.099,5.063
5,3,2096,2933.773,114.322,,,,,,,,,,,2096,93.487,5.089
5,4,2670,3697.398,5.286,,,,,,,,,,,2670,96.894,0.000
