RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.47,0.11,0:00.98,0,100537,0,0
90,4.61,0.86,0:01.13,446,159006,60118,46327
80,4.77,0.51,0:01.13,394,161000,66313,51431
70,4.68,0.67,0:01.17,482,168929,70774,66771
60,4.92,0.98,0:01.23,6450,204888,92586,80772
50,5.13,0.85,0:01.23,582,242677,109428,85818
40,6.95,4.69,0:02.07,10667,895538,447701,356484
30,7.51,9.79,0:02.93,15418,1341535,682692,722095
20,7.32,11.43,0:03.19,57723,1456635,741736,813257
10,6.78,14.42,0:03.62,70706,1876164,772460,952124
5,8.09,16.35,0:04.09,99545,2399634,796523,1164630
