RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446231,0
90,1452353,2190
80,1478401,2496
70,1789837,20091
60,2407429,170855
50,3326694,615128
40,7639200,2312599
30,9198058,3068846
20,10545680,3058422
10,11844224,3049960
5,12480205,3135560
