RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.04,1.69,0:05.74,0,1445976,0,0
90,4.15,1.79,0:05.94,2175,1449693,191806,6307
80,4.24,1.84,0:06.09,2477,1475416,295663,8270
70,4.40,2.46,0:06.87,20045,1769042,635843,136213
60,4.55,4.37,0:08.93,170844,2229682,1086594,453120
50,4.62,8.57,0:13.26,615108,2685594,1681064,1130746
40,5.08,25.50,0:30.84,2312585,5182225,4699946,4526560
30,5.36,33.11,0:39.05,3068812,5808861,5083982,7246411
20,5.46,34.95,0:41.25,3058405,6996698,5293205,8943347
10,5.64,36.16,0:43.19,3049953,8153433,5324219,10436200
5,5.33,37.57,0:44.48,3135546,8620416,5333853,11000439
