RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.88,0:06.45,22,678248,939,585
90,5.58,0.89,0:06.48,31,689367,38410,11489
80,5.63,0.90,0:06.54,25,689376,81776,11473
70,5.69,0.96,0:06.66,65,700288,157103,24418
60,5.81,1.36,0:07.19,21813,741158,246176,83081
50,5.84,1.52,0:07.38,11913,833509,344619,163987
40,5.92,1.82,0:07.79,12216,971941,441559,301488
30,5.80,2.44,0:08.37,23029,1140322,560437,498554
20,6.09,2.22,0:08.50,2428,1224299,658589,584111
10,6.29,2.48,0:08.93,4548,1367007,708210,739432
5,6.97,2.71,0:09.82,5400,1446544,774044,810785
