RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.61,0.16,0:02.94,0,101049,0,0
90,7.77,0.55,0:03.14,11472,110495,55013,41677
80,7.79,0.63,0:03.22,431,143284,84106,53794
70,7.27,0.47,0:02.98,261,103378,66870,59393
60,7.94,0.61,0:03.25,20220,127006,78218,65633
50,7.60,0.68,0:03.14,3312,224273,144766,75567
40,8.79,2.46,0:04.15,39355,494124,465090,416766
30,11.19,3.36,0:05.36,174420,539017,529544,562870
20,8.74,2.81,0:04.31,14555,549047,545474,590679
10,8.82,2.92,0:04.37,11932,546511,545306,597464
5,11.00,4.35,0:05.71,381360,563013,556533,601381
