RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,105029,141860.0,3458.674,,,,,,,6295.153
100,1,664,1145.719,1.609,,,,,,,
100,2,632,1117.661,3.361,,,,,,,
100,3,641,1214.741,2.425,,,,,,,
100,4,697,1156.007,2.094,,,,,,,
90,0,144887,237499.0,96974.26,5616,44990.89,1044.073,1,15049.82,0.000,24509.03
90,1,642,1202.181,3.840,,,,,,,
90,2,518,910.496,2.107,,,,,,,
90,3,512,878.003,2.742,,,,,,,
90,4,677,1249.460,4.359,,,,,,,
80,0,178789,271061.5,228674.5,5081,38262.40,24579.99,3,46601.51,4474575,53823.27
80,1,838,1539.926,3.335,12,93.560,62.884,,,,
80,2,773,1279.576,1.761,,,,,,,
80,3,717,1126.235,1.932,,,,,,,
80,4,569,857.903,1.977,,,,,,,
70,0,180585,284858.9,157522.5,3508,21369.09,44.184,4,69091.90,1922658,66820.92
70,1,820,1465.260,1.872,,,,,,,
70,2,719,1194.016,3.341,,,,,,,
70,3,637,1128.869,5.201,,,,,,,
70,4,345,544.383,2.024,,,,,,,
60,0,180796,277433.2,246483.5,3320,18860.15,22.687,3,36264.28,4255557,73381.20
60,1,1228,2244.811,2.572,,,,,,,
60,2,851,1323.099,3.548,,,,,,,
60,3,1088,1925.995,3.719,5,56.233,129.181,,,,
60,4,800,1275.912,3.683,,,,,,,
50,0,210897,323747.4,259363.6,4323,36522.66,689.038,3,30901.81,5973879,76113.82
50,1,738,1330.597,2.301,,,,,,,
50,2,689,1196.190,5.945,,,,,,,
50,3,537,792.999,1.751,,,,,,,
50,4,307,638.315,4.771,30,192.014,4.271,,,,
40,0,675085,866183.5,74003440,22090,188053.6,9602.533,2,40386.26,6346465,190404.7
40,1,1028,2020.266,3.170,16,118.633,43.281,,,,
40,2,631,1030.965,3.936,28,166.154,1.538,,,,
40,3,481,833.010,1.954,,,,,,,
40,4,602,1023.572,2.506,,,,,,,
30,0,1309659,1629609,9504580,16494,104308.3,1912.867,2,28184.46,10171876,614046.0
30,1,524,1001.452,2.265,16,101.414,4.342,,,,
30,2,188,305.862,3.623,,,,,,,
30,3,153,219.026,0.741,,,,,,,
30,4,413,690.832,2.083,,,,,,,
20,0,1340865,1771280,13584122,32842,208707.5,26332.70,3,28811.66,4755473,632000.9
20,1,149,207.238,0.776,,,,,,,
20,2,296,543.395,2.899,,,,,,,
20,3,310,447.933,1.116,,,,,,,
20,4,239,360.662,1.114,,,,,,,
10,0,2590197,3359295,17679911,54581,351779.9,17369.21,4,28654.79,45622.41,1246566
10,1,21,16.818,0.609,,,,,,,
10,2,126,200.497,2.711,,,,,,,
10,3,152,255.547,1.771,,,,,,,
10,4,,,,,,,,,,
5,0,2667125,3494011,957099.3,36484,209401.5,1217.697,5,27581.00,177324.6,1443180
5,1,546,1088.789,3.481,,,,,,,
5,2,327,519.917,1.752,,,,,,,
5,3,,,,,,,,,,
5,4,494,1032.324,4.747,16,115.056,43.454,,,,
