RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.98,0.25,0:06.24,0,105103,0,0
90,6.79,0.33,0:07.13,6278,123079,39666,24685
80,6.05,0.40,0:06.46,4428,127168,70272,54082
70,5.98,0.43,0:06.41,4537,112892,70417,68936
60,5.99,0.38,0:06.38,3320,108682,70497,73463
50,6.08,0.40,0:06.49,3486,134032,83483,74237
40,6.45,1.09,0:07.54,28827,417217,317478,190569
30,6.58,1.82,0:08.40,4982,650852,631672,672015
20,6.86,1.67,0:08.54,6388,656745,650252,701379
10,7.13,4.35,0:11.49,149691,1200565,1208583,1393789
5,7.32,3.23,0:10.56,3781,1201947,1209882,1527393
