RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.47,4.13,0:07.00,60305,722166,918557,759532
90,2.70,8.99,0:12.62,129399,919390,2462888,2229285
80,2.67,9.99,0:13.71,130633,918159,2262878,2273132
70,2.53,10.38,0:13.88,128816,919979,2358970,2248199
60,2.59,10.93,0:14.53,128499,920305,2787040,2244754
50,2.56,11.42,0:15.02,128065,920737,3115219,2231259
40,2.46,12.36,0:15.87,128553,920252,3627259,2235433
30,2.56,12.72,0:16.35,127166,921639,3863431,2249715
20,2.66,13.12,0:16.83,126571,922240,4080226,2244265
10,2.67,13.50,0:17.27,126066,922745,4270928,2247769
5,2.62,10.12,0:13.54,127775,921051,3223659,1647829
