RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100812,0
90,169037,229
80,187421,753
70,188153,158
60,192237,167
50,247098,5145
40,1177269,1524
30,1483984,504
20,1520534,282
10,1527766,1620
5,1549187,3293
