RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.73,0.13,0:02.12,0,100521,-20810008,0
90,4.00,0.35,0:02.42,180,147237,-20810008,44899
80,3.96,0.49,0:02.51,696,164613,-20861012,53544
70,3.97,0.43,0:02.51,98,165282,-20928381,62636
60,4.04,0.41,0:02.52,113,168181,-20999008,68638
50,4.19,0.49,0:02.64,5089,217321,-21069800,78477
40,4.80,1.76,0:03.59,1469,1138123,-21168411,268172
30,4.78,2.38,0:04.07,446,1356652,-21732487,741283
20,4.76,2.48,0:04.13,236,1381841,-22424931,771865
10,4.82,2.51,0:04.17,1563,1384199,-23133310,777987
5,5.30,2.78,0:04.60,3241,1394960,-23843827,781425
