RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104929,67529.26,3700.065,,,,,,,
100,1,1375,1722.846,2.555,,,,,,,
100,2,721,1003.810,2.139,,,,,,,
100,3,1208,1516.082,2.201,,,,,,,
100,4,717,860.540,1.700,,,,,,,
90,0,141589,286692.5,124521.0,22015,198039.4,4354.582,1,28441.86,0.000,
90,1,1600,1943.166,1.883,1,14.660,0.000,,,,
90,2,520,797.721,3.321,,,,,,,
90,3,1820,2272.587,2.154,,,,,,,
90,4,1368,1669.991,2.814,,,,,,,
80,0,171043,522400.2,290135.5,47531,418013.1,16472.12,3,87809.36,4913828,
80,1,2042,2444.586,1.695,,,,,,,
80,2,837,1116.477,2.826,,,,,,,
80,3,2071,2610.443,2.650,24,175.544,6.323,,,,
80,4,1584,1879.050,1.890,,,,,,,
70,0,180744,614700.4,990561.7,63051,503759.4,24988.83,5,150627.1,51959308,
70,1,2202,2689.251,13.138,,,,,,,
70,2,508,808.382,3.902,5,51.621,49.770,,,,
70,3,1455,1816.673,3.097,,,,,,,
70,4,1827,2335.888,2.899,,,,,,,
60,0,196945,708580.6,229475.3,73479,587728.7,260625.7,6,131532.2,114455812,
60,1,553,642.866,1.247,,,,,,,
60,2,252,569.949,8.123,9,79.472,6.021,,,,
60,3,4124,4519.148,29.993,,,,,,,
60,4,2301,3412.148,121.087,,,,,,,
50,0,264836,826277.7,1446281,80953,666980.0,34894.06,5,143031.3,36591494,
50,1,713,717.355,1.139,,,,,,,
50,2,736,1052.357,1.974,,,,,,,
50,3,2374,3165.901,6.939,,,,,,,
50,4,1657,2076.627,2.122,,,,,,,
40,0,781515,1849780,4546802,124398,1299234,200115.6,5,109568.6,83773684,
40,1,2488,3154.219,7.469,5,40.841,5.987,,,,
40,2,353,676.123,4.172,,,,,,,
40,3,2968,3647.892,87.845,,,,,,,
40,4,1870,2411.123,2.725,,,,,,,
30,0,1305800,3600576,2681367,220373,2228665,2710578,5,90322.12,102467652,
30,1,2726,3362.257,4.315,,,,,,,
30,2,824,1408.795,3.903,6,46.833,1.862,,,,
30,3,4523,6606.329,19.855,,,,,,,
30,4,2867,3600.078,5.187,,,,,,,
20,0,1341447,3749596,2429485,234198,2370124,1469498,6,97244.46,5085043,
20,1,2718,3804.010,6.587,4,65.579,46.566,,,,
20,2,1464,2247.303,4.482,,,,,,,
20,3,5745,8358.939,109.332,,,,,,,
20,4,3473,4474.588,9.423,,,,,,,
10,0,2612546,7714662,3133712,456977,4891108,5820108,5,100869.4,1352959,
10,1,1106,1309.299,1.250,,,,,,,
10,2,700,1362.670,2.978,,,,,,,
10,3,765,948.504,2.359,6,73.768,52.121,,,,
10,4,6230,8034.062,427.276,,,,,,,
5,0,2664949,8219192,140289.3,459045,4894909,4809758,6,84135.48,1391069,
5,1,1611,1932.948,1.415,,,,,,,
5,2,565,1191.913,2.879,,,,,,,
5,3,11861,12826.47,349.185,,,,,,,
5,4,6412,7439.258,25.607,3,33.743,12.557,,,,
