RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.42,0.20,0:02.88,0,101049,0,0
90,7.70,0.67,0:03.15,40454,117397,0,41398
80,7.33,0.84,0:03.14,49017,130916,0,50093
70,7.56,0.91,0:03.24,58680,130123,0,59888
60,7.74,0.91,0:03.31,64449,136190,0,66492
50,7.62,0.98,0:03.29,74569,212074,0,85088
40,8.56,3.98,0:04.71,216865,784560,0,453857
30,8.62,4.55,0:04.97,256829,828563,0,573224
20,8.72,4.84,0:05.11,264484,866047,0,602486
10,8.85,5.65,0:05.50,310705,975385,0,707279
5,10.16,4.38,0:05.48,299059,882927,0,632796
