RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,264426,42
90,1255992,79371
80,1424215,131119
70,1762833,159573
60,1819889,193481
50,2012283,203207
40,2139104,293435
30,2655531,385580
20,3234585,531093
10,3875595,739478
5,4547134,1020560
