RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.60,6.16,0:08.79,234517,552049,1134037,1001698
90,2.76,2.71,0:07.91,8,762110,1370887,1122189
80,2.70,3.23,0:08.33,12,762221,1587211,1125661
70,2.71,3.64,0:08.79,12,761853,1806674,1129831
60,2.88,5.12,0:12.33,673,954223,2472678,2020480
50,2.82,5.78,0:13.50,257,1001967,3107888,2245192
40,2.97,6.40,0:14.32,16,1000853,3529799,2257962
30,2.91,6.78,0:14.52,17,997258,3836552,2259604
20,2.98,7.24,0:15.19,20,998705,4062222,2265659
10,2.85,7.82,0:15.63,20,1000319,4280018,2267066
5,2.77,8.23,0:15.85,20,997143,4371431,2254210
