RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,3.01,0:05.13,216286,570279,283377,233061
90,2.27,1.24,0:03.79,9,786556,342425,263000
80,2.33,1.27,0:03.89,8,786557,401920,282749
70,2.40,1.26,0:03.95,12,786560,456930,283536
60,2.60,1.75,0:04.85,2091,996122,564589,503739
50,2.63,1.80,0:04.95,179,1048549,565421,552465
40,2.76,1.70,0:04.94,43,1048681,565518,558343
30,2.59,1.88,0:04.91,13,1048715,565590,562796
20,2.76,1.75,0:04.92,20,1048708,565594,562904
10,2.79,1.75,0:04.91,16,1048709,565586,562995
5,2.79,1.79,0:04.91,20,1048708,565591,563054
