RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.11,0:02.11,0,100521,-17011994,0
90,3.94,0.84,0:02.60,39943,109536,-17011994,46362
80,3.98,0.91,0:02.68,48494,112334,-17071959,53298
70,3.93,1.14,0:02.80,57806,127331,-17142754,64977
60,4.03,1.08,0:02.81,62460,107534,-17223532,68854
50,4.12,1.28,0:02.97,69190,172882,-17295323,87021
40,4.89,3.81,0:04.70,139740,1046404,-17404367,337624
30,5.22,5.70,0:06.09,240521,1056442,-18003377,735924
20,4.49,6.14,0:06.03,255033,1125711,-18667585,793195
10,4.55,6.43,0:06.31,269394,1112930,-19375681,796501
5,5.21,6.34,0:06.65,274789,1133489,-20085161,804810
