RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.78,0.18,0:02.38,0,101063,0,0
90,7.43,0.76,0:02.44,40672,113877,60695,41544
80,7.66,0.84,0:02.56,48733,124733,70778,49639
70,7.38,0.83,0:02.47,57873,118142,71275,58845
60,7.97,0.80,0:02.63,64977,153882,91555,66749
50,8.10,0.92,0:02.67,68270,200070,117282,69960
40,9.49,3.03,0:03.59,176971,815055,468801,483910
30,9.45,3.56,0:03.80,212157,862155,519458,574167
20,9.74,3.42,0:03.90,229225,871660,534578,594585
10,9.65,4.18,0:04.10,254337,853759,536848,600620
5,12.50,9.47,0:06.90,774879,1161016,570678,799428
