RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.92,0.12,0:01.60,0,100476,0,0
90,4.13,0.29,0:01.78,881,141146,44873,41893
80,4.16,0.37,0:01.84,1881,150920,57392,51882
70,4.22,0.37,0:01.86,2747,162140,73256,64044
60,4.19,0.44,0:01.88,4020,168530,74846,72173
50,4.74,0.75,0:02.16,28285,215282,110931,103059
40,5.10,2.20,0:02.81,5721,1026139,510254,496789
30,5.40,3.10,0:03.26,8837,1339771,687958,731308
20,5.19,3.17,0:03.25,443,1377849,707157,768225
10,5.60,3.32,0:03.46,151,1382567,709368,775124
5,6.07,3.49,0:03.94,4786,1389622,717011,783209
