RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.16,0.18,0:04.35,0,104854,0,0
90,4.27,0.41,0:04.70,13548,113585,109885,64174
80,4.31,1.15,0:05.47,51471,116449,311927,223880
70,4.33,1.51,0:05.85,71493,122049,324083,306447
60,4.39,1.61,0:06.02,75330,120706,332902,327910
50,4.50,1.91,0:06.44,87896,154593,425197,410022
40,4.88,3.84,0:09.07,127727,497548,1020821,1026573
30,5.08,8.82,0:15.49,206845,1083677,2510399,2740100
20,5.10,9.32,0:16.19,214893,1113712,2608509,2926467
10,5.35,20.90,0:30.46,481353,2149758,4945092,6037967
5,5.49,20.02,0:29.98,458478,2207236,4742484,6199461
