RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.11,0:02.13,0,100521,0,0
90,4.07,0.31,0:02.42,192,147487,50857,44875
80,4.03,0.44,0:02.50,814,159188,65818,53168
70,4.04,0.43,0:02.52,237,166305,70698,62731
60,4.00,0.45,0:02.51,316,167759,70793,68642
50,4.20,0.58,0:02.66,5490,214669,97127,78992
40,4.88,1.88,0:03.66,5645,1215528,602162,257200
30,4.70,3.14,0:04.26,401,1352894,693169,744953
20,4.92,2.82,0:04.23,374,1383891,709828,774851
10,4.95,3.05,0:04.37,3187,1386611,711743,779446
5,5.73,2.96,0:04.71,4516,1388853,712379,781372
