RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.49,0.10,0:03.59,0,100590,-9032166,0
90,3.56,0.86,0:04.42,42459,106953,-9032166,46053
80,3.50,1.06,0:04.56,50640,114286,-9094602,55163
70,3.56,1.17,0:04.74,59421,120949,-9166968,64400
60,3.53,1.25,0:04.79,62989,110720,-9245122,70094
50,3.64,1.44,0:05.09,73802,180477,-9318720,87950
40,3.99,3.97,0:08.21,156930,1123407,-9435318,456713
30,3.67,5.90,0:10.00,249119,1133239,-10088513,771940
20,3.82,5.77,0:10.02,247364,1135016,-10797564,778674
10,3.77,6.23,0:10.48,259316,1250070,-11506756,857248
5,4.10,7.37,0:12.15,316041,1580884,-12251029,1228867
