RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.71,0.09,0:03.81,0,104760,0,0
90,3.69,0.21,0:03.91,5079,121424,26537,16831
80,3.66,0.31,0:03.98,4133,156511,63144,54531
70,3.70,0.34,0:04.04,4759,172442,74477,72481
60,3.69,0.36,0:04.07,3885,177882,75336,78525
50,3.70,0.52,0:04.22,15988,196579,91889,91975
40,4.00,1.20,0:05.21,64301,419389,231898,223705
30,4.29,1.97,0:06.28,19646,1270897,651052,672165
20,4.32,2.20,0:06.54,33086,1295750,682778,742753
10,4.78,3.93,0:08.75,37878,2625693,1281344,1541218
5,4.87,3.81,0:08.71,36705,2629147,1282886,1613562
