RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.68,2.46,0:07.14,0,1445979,0,0
90,4.81,2.70,0:07.51,3226,1448639,198168,4642
80,4.65,2.77,0:07.42,3226,1452812,272477,5190
70,4.81,3.71,0:08.57,58541,1598550,552763,142290
60,4.93,5.16,0:10.11,120117,1954812,1029128,430353
50,5.11,7.73,0:12.85,272456,2304771,1534060,1198044
40,5.57,18.68,0:24.34,404880,4674055,4425690,4277452
30,6.13,20.85,0:27.05,354385,4878815,4758706,6666980
20,6.03,22.62,0:28.71,295860,4905147,4945140,8190815
10,5.95,22.89,0:28.88,31839,4937861,4995293,9764832
5,6.13,23.29,0:29.45,33310,4934903,4999441,10191867
