RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,536968,676191.1,5736831,1826,10687.58,3.895,,,,
100,1,322,612.662,9.909,8,93.756,142.207,,,,
100,2,418,639.267,1.038,,,,,,,
100,3,335,467.626,1.401,,,,,,,
100,4,224,348.550,0.813,,,,,,,
90,0,1048894,1635684,21077214,128190,776472.0,11919956,101,2889964,38919223,
90,1,322,480.521,1.285,,,,,,,
90,2,419,595.036,0.665,,,,,,,
90,3,265,429.554,3.159,,,,,,,
90,4,264,383.165,0.771,,,,,,,
80,0,1048785,1658363,1345696,126784,769908.4,13643.33,102,2717129,40361064,
80,1,575,897.123,3.232,2,39.517,384.060,,,,
80,2,348,523.718,1.222,,,,,,,
80,3,336,533.178,1.848,,,,,,,
80,4,272,387.861,2.372,,,,,,,
70,0,1048783,1676468,1339813,127783,775324.0,11376.21,105,2477321,44462831,
70,1,294,483.513,2.224,,,,,,,
70,2,332,548.880,9.763,1,42.774,0.000,,,,
70,3,397,602.468,3.775,,,,,,,
70,4,266,419.547,1.059,,,,,,,
60,0,1048831,1673954,3967511,128136,773590.6,10870.72,80,3030119,36654907,
60,1,440,674.947,1.923,,,,,,,
60,2,428,639.715,2.283,,,,,,,
60,3,583,851.864,1.720,,,,,,,
60,4,95,112.817,1.892,,,,,,,
50,0,1048798,1697684,6614910,128935,775423.9,11259.34,84,2944600,31163743,
50,1,112,187.929,1.782,,,,,,,
50,2,415,647.064,0.822,,,,,,,
50,3,283,442.912,1.763,,,,,,,
50,4,169,280.874,2.014,,,,,,,
40,0,1048729,1676589,2352311,127133,766430.8,41806.39,91,2467745,38640059,
40,1,307,453.659,0.623,,,,,,,
40,2,449,771.868,2.966,,,,,,,
40,3,230,321.399,1.424,,,,,,,
40,4,335,535.450,4.607,,,,,,,
30,0,1048875,1727231,1445633,128606,772060.5,9344.544,77,2842166,44056637,
30,1,272,422.416,0.879,,,,,,,
30,2,66,82.071,2.074,,,,,,,
30,3,296,432.380,0.768,,,,,,,
30,4,161,259.327,1.278,,,,,,,
20,0,1048737,1724958,2940606,128298,771196.2,14883.18,82,2131379,34476999,
20,1,234,366.648,1.062,,,,,,,
20,2,152,235.099,0.834,,,,,,,
20,3,92,135.323,0.747,,,,,,,
20,4,297,501.907,1.519,,,,,,,
10,0,1048738,1716950,1265672,128019,766160.8,7570.952,77,1984741,24496338,
10,1,77,105.650,0.464,,,,,,,
10,2,112,204.897,14.055,1,35.684,0.000,,,,
10,3,335,515.491,0.585,,,,,,,
10,4,434,707.323,2.317,,,,,,,
5,0,1048740,1700524,1308056,128512,769379.5,27507.44,75,1846593,24383530,
5,1,380,637.907,4.329,2,38.359,325.048,,,,
5,2,122,202.978,2.824,,,,,,,
5,3,112,138.823,1.550,,,,,,,
5,4,374,538.312,0.476,,,,,,,
