RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.72,0.77,0:03.52,1826,535105,0,2930
90,2.46,5.05,0:07.52,128190,920597,0,531542
80,2.58,4.79,0:07.38,126784,922006,0,531541
70,2.51,4.63,0:07.15,127783,921010,0,531548
60,2.68,5.01,0:07.70,128136,920661,0,531553
50,2.66,4.97,0:07.64,128935,919865,0,531558
40,2.49,4.64,0:07.14,127133,921670,0,531567
30,2.98,5.01,0:08.01,128606,920200,0,531573
20,2.54,4.32,0:06.86,128298,920513,0,531561
10,2.52,4.20,0:06.73,128019,920793,0,531560
5,2.56,3.99,0:06.56,128512,920302,0,531577
