RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.89,0.11,0:04.01,0,104760,0,0
90,3.95,0.32,0:04.27,8195,132845,36928,22324
80,3.90,0.40,0:04.30,6942,165736,74166,54383
70,3.78,0.48,0:04.26,4655,175668,74444,70412
60,3.70,0.45,0:04.16,3345,177080,74605,77866
50,3.76,0.50,0:04.27,6251,196640,86584,81582
40,3.95,1.10,0:05.05,26627,399401,191345,172349
30,4.24,2.33,0:06.58,17177,1288845,667544,709511
20,4.44,2.38,0:06.83,34144,1307633,690067,743170
10,4.54,4.29,0:08.83,39610,2624444,1277699,1323802
5,4.67,4.25,0:08.92,36691,2628266,1282392,1612891
