RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.51,0.09,0:03.60,0,100590,0,0
90,3.52,0.88,0:04.40,42726,109626,64244,46647
80,3.50,1.05,0:04.56,50676,113947,72338,55303
70,3.58,1.16,0:04.74,59330,129650,82749,66311
60,3.53,1.23,0:04.77,63413,112506,74717,70381
50,3.57,1.51,0:05.09,73924,179976,116387,87727
40,3.99,4.01,0:08.23,157133,1130768,657454,459848
30,3.72,5.84,0:09.96,246267,1136202,709183,776162
20,3.76,5.87,0:10.03,249796,1132796,709307,778630
10,3.97,6.08,0:10.50,260200,1251264,744161,859642
5,4.09,7.54,0:12.27,318938,1575606,815923,1228935
