RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.47,0.71,0:03.22,612,532535,48276,8223
90,2.75,3.60,0:07.49,43905,742666,1026364,825314
80,2.89,3.83,0:07.87,44166,742400,1201384,849058
70,2.90,4.12,0:08.14,44358,742220,1370218,851498
60,3.01,6.71,0:10.95,89994,906552,1693750,1511921
50,3.21,7.39,0:11.93,100946,947784,1966818,1679514
40,3.30,7.42,0:12.00,101022,947711,1997856,1692284
30,3.39,7.76,0:12.44,100318,948412,2287694,1696592
20,3.53,8.24,0:13.19,99297,949433,2830729,1704065
10,3.72,8.58,0:13.84,97895,950840,3186784,1709582
5,3.90,8.53,0:13.99,99371,949364,3260199,1710806
