RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.93,1.05,0:08.00,131,678137,2814,1767
90,7.01,1.09,0:08.16,32,689362,98610,38661
80,7.04,1.16,0:08.25,26,689371,216338,40483
70,7.06,1.48,0:08.62,89,692880,423356,69193
60,7.17,2.09,0:09.45,17407,707231,703000,217579
50,7.14,2.80,0:10.19,9806,737243,1011006,466819
40,7.04,3.57,0:11.12,12486,807411,1314176,922837
30,7.38,3.91,0:12.52,28099,917361,1650113,1487697
20,7.45,3.86,0:13.06,1993,1003294,1967849,1726819
10,7.74,3.82,0:12.79,4450,1049824,2102984,2132224
5,8.33,5.17,0:14.65,26283,1126649,2571711,2361327
