RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100753,72822.77,3470.256,,,,,,,,,,,100753,2993.105,51.139
100,1,1206,1634.816,2.897,,,,,,,,,,,1206,43.071,0.000
100,2,1279,1736.655,2.497,,,,,,,,,,,1279,45.781,0.000
100,3,962,1392.424,4.397,,,,,,,,,,,962,33.620,0.000
100,4,416,658.756,8.565,,,,,,,,,,,416,15.944,0.000
90,0,154683,395394.0,71077.96,41094,282051.6,10614.73,2,16100.48,924065.7,,53935,1900.085,94.763,154683,4812.485,79.297
90,1,2129,2975.579,42.816,,,,,,,,,,,2129,74.952,0.004
90,2,1270,1666.865,2.360,3,20.997,0.203,,,,,25,7.303,1.665,1270,44.106,0.000
90,3,1182,1842.693,9.514,,,,,,,,,,,1182,56.179,0.187
90,4,1170,1661.827,4.075,,,,,,,,,,,1170,71.528,0.395
80,0,164592,444150.4,164770.0,47596,324125.6,7652.035,4,28735.15,4117428,,61882,2153.150,98.375,164592,5078.458,210.987
80,1,648,943.125,4.617,,,,,,,,,,,648,24.675,0.000
80,2,3702,4708.845,165.898,2,33.224,222.056,,,,,10,0.416,0.000,3702,189.087,3.660
80,3,1725,2436.855,2.516,,,,,,,,,,,1725,62.024,0.000
80,4,1879,2656.099,2.699,,,,,,,,,,,1879,64.415,0.000
70,0,194759,521719.2,214650.3,57081,384176.5,5505.262,5,35723.40,3460758,,81076,3810.472,427.142,194759,5943.286,107.352
70,1,1545,2120.413,2.694,,,,,,,,,,,1545,54.814,0.000
70,2,1406,1834.085,3.709,2,13.310,1.152,,,,,10,0.334,0.000,1406,97.638,0.535
70,3,953,1311.115,2.067,,,,,,,,,,,953,36.758,0.000
70,4,674,951.786,2.496,,,,,,,,,,,674,24.648,0.000
60,0,187804,560632.3,103776.3,63533,423687.8,5342.983,6,25882.32,2918612,,77935,2934.618,525.014,187804,5709.406,62.318
60,1,1615,2295.173,3.008,1,10.064,0.000,,,,,9,5.849,3.275,1615,56.049,0.000
60,2,1721,2427.100,2.609,1,8.261,0.000,,,,,9,0.385,0.000,1721,61.004,0.001
60,3,1205,1628.422,3.563,,,,,,,,,,,1205,40.912,0.000
60,4,887,1215.076,3.836,,,,,,,,,,,887,66.670,1.366
50,0,236682,629594.4,215073.2,68830,462282.9,223573.5,4,22115.14,400016.7,,102930,4156.623,731.564,236682,7275.816,101.201
50,1,1594,2117.682,2.059,,,,,,,,,,,1594,70.765,0.170
50,2,2010,2708.118,1.671,4,29.709,1.982,,,,,8,0.528,0.000,2010,84.927,0.115
50,3,1762,2437.861,2.681,,,,,,,,,,,1762,77.911,0.161
50,4,1347,1945.987,3.966,8,80.682,38.287,,,,,9,0.303,0.000,1347,48.606,0.000
40,0,1306606,2260254,5079858,182899,1283623,90858.98,5,24449.54,204690.9,,695867,101039.3,115629.7,1306606,42252.18,9537.827
40,1,2797,3930.903,4.484,,,,,,,,,,,2797,116.048,0.180
40,2,2235,4108.784,40.250,3,32.237,43.351,,,,,31,7.696,1.387,2235,96.510,0.187
40,3,2482,3203.674,5.268,3,26.826,7.378,,,,,8,0.305,0.000,2482,118.297,0.585
40,4,1938,2587.820,2.330,,,,,,,,,,,1938,68.831,0.000
30,0,1382786,2840846,911942.3,259029,1789275,137080.9,4,23017.06,2681124,,759597,115336.1,816956.3,1382786,45767.55,11606.25
30,1,3500,4984.661,7.309,,,,,,,,,,,3500,124.558,0.000
30,2,2217,4073.358,160.896,2,15.227,0.091,,,,,24,8.104,2.156,2217,89.145,0.076
30,3,4189,5459.536,82.662,,,,,,,,,,,4189,149.851,0.009
30,4,2656,3636.250,7.358,,,,,,,,,,,2656,94.847,0.000
20,0,1387873,2789222,7372434,245685,1713264,129330.7,4,21758.94,276950.1,,765027,126434.2,330679.7,1387873,45916.69,75574.53
20,1,1792,2315.380,2.181,,,,,,,,,,,1792,66.201,0.000
20,2,334,748.890,6.051,6,39.476,1.267,,,,,9,0.389,0.000,334,17.009,0.021
20,3,883,1234.613,1.764,,,,,,,,,,,883,32.642,0.000
20,4,732,1188.682,3.875,7,70.563,22.040,,,,,8,0.285,0.000,732,27.125,0.000
10,0,1522771,3066455,2247511,268377,1867336,152091.5,5,27310.46,197604.3,,883784,163728.8,456616.3,1522771,49138.31,7960.496
10,1,2671,3628.390,5.200,,,,,,,,,,,2671,97.025,0.000
10,2,1133,2652.315,10.247,2,14.305,1.994,,,,,9,0.354,0.000,1133,50.603,0.010
10,3,1420,1983.152,2.523,,,,,,,,,,,1420,51.599,0.000
10,4,1089,1335.820,2.231,,,,,,,,,,,1089,57.901,0.260
5,0,1894246,3849425,59574432,330586,2297693,627813.5,7,26787.00,66239.20,,1254863,258394.9,824735.3,1894246,61357.35,3544703
5,1,3056,4245.780,28.512,3,27.120,7.352,,,,,13,0.511,0.000,3056,108.277,0.002
5,2,3245,5759.327,30.257,5,37.736,4.204,,,,,32,4.725,0.385,3245,144.483,0.119
5,3,3873,5241.884,16.558,,,,,,,,,,,3873,137.817,0.001
5,4,2227,3072.728,17.096,1,13.246,0.000,,,,,7,0.275,0.000,2227,81.591,0.001
