RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.24,0.15,0:04.40,0,100590,0,0
90,4.76,0.42,0:05.21,1098,105689,224241,214020
80,4.83,0.66,0:05.52,3766,112087,299553,273734
70,4.87,0.97,0:05.88,4753,112186,372130,332172
60,4.90,1.07,0:06.03,7176,115396,381433,369114
50,5.08,1.72,0:06.89,33544,154407,579321,542106
40,6.80,4.58,0:11.98,21961,613263,2639684,2595146
30,7.57,4.05,0:14.19,103,949661,3486389,3844682
20,7.54,4.13,0:14.24,38,954754,3480368,3849737
10,7.43,6.02,0:15.01,15678,884471,3622343,3945523
5,7.04,10.56,0:20.57,66359,1243292,3784173,5738642
